epoch,train_loss,val_loss,test_loss,val_RankIC,val_IC,test_RankIC,test_IC,best_score
1,0.07056375114700279,0.0700378440438755,0.06990653116114531,0.022690737850978852,0.031584104429861155,0.029879287276259832,0.03621136420897605,0.022690737850978852
2,0.06991033294313663,0.0699195959974849,0.069823027631653,0.025902720141843135,0.03564174536442142,0.031080157534594605,0.03126562495110753,0.025902720141843135
3,0.06985473174702476,0.0698344088085587,0.06973383022385811,0.026672092818545125,0.03671449929797312,0.030243851073019457,0.03060542567773577,0.026672092818545125
4,0.06981820080529999,0.0699817803170946,0.06991033300065794,0.02695068547530802,0.035857159221782314,0.03016977352463495,0.026053686820281047,0.02695068547530802
5,0.06979905620620057,0.06982251295139866,0.06971833748027745,0.027030845356868723,0.03659646235783363,0.030908434363455365,0.02887653051394152,0.027030845356868723
6,0.06978148579396107,0.06995704708000024,0.06982727845509847,0.02741121036893991,0.036967399910772365,0.031952775253991414,0.03483603485660502,0.02741121036893991
7,0.0697764825679966,0.06980678826452248,0.06969346841679344,0.0270700481902774,0.036572379809744204,0.031128244099680253,0.02791148385810096,0.02741121036893991
8,0.06976657176541315,0.06980804921615691,0.06969240395831659,0.027690902961665646,0.037407007361743745,0.0296906885700013,0.028791365129443046,0.027690902961665646
9,0.06975576060043799,0.06986194231089145,0.06976617514332638,0.027309496371936616,0.03633340792407941,0.031045001985520942,0.02712373796922036,0.027690902961665646
10,0.06974870435692168,0.06985361965757514,0.0697305494219945,0.027215997476199096,0.03652157841434163,0.03121464426372837,0.02790671676733307,0.027690902961665646
11,0.06974330009842242,0.06980596456144537,0.06969511049960736,0.026639788918333896,0.035378153420179075,0.02918016855574983,0.026313746352689852,0.027690902961665646
12,0.06973471088787994,0.0698082432269104,0.06969333751292169,0.02737166409514473,0.03561330096295384,0.0283587665221507,0.02448565959958664,0.027690902961665646
13,0.06973531862368455,0.06980593339909637,0.06969490028006115,0.026285634042338527,0.03448154756996599,0.028160939715722512,0.0250062734657483,0.027690902961665646
14,0.0697299504300227,0.06980610408243679,0.06969534643465959,0.02562063486122555,0.03354489498035816,0.027166158977683773,0.023962510047276123,0.027690902961665646
15,0.06972895993574245,0.06981578433797472,0.0697163000765732,0.024969886475157674,0.0325307462266614,0.028159438494400352,0.02408424247103555,0.027690902961665646
16,0.06972694398986326,0.069807785696217,0.06969967591360149,0.024286536059402612,0.030089702316290063,0.0278048923576569,0.023900773527455822,0.027690902961665646
17,0.0697255279466107,0.0698147937359791,0.0697102268159641,0.023613830747467184,0.029185424084148724,0.026607887013834992,0.02337853479216795,0.027690902961665646
18,0.0697224797026531,0.06980681496243628,0.06969659237921992,0.024870929396933035,0.029627725417773785,0.024835726507742427,0.022878960314067276,0.027690902961665646
19,0.06972175242530333,0.069806656578467,0.06969614304947953,0.023815909918445708,0.02757730794785727,0.021926025675564516,0.022294104075941498,0.027690902961665646
20,0.0697182435542345,0.06980992696942791,0.06970103349112257,0.026719307928220904,0.028786686856562035,0.023058114476101118,0.02128499691135875,0.027690902961665646
21,0.06971537575528429,0.06980897864652058,0.06969722869652736,0.027966879087389748,0.030284556803674187,0.022155836500735358,0.02201241906093756,0.027966879087389748
22,0.06971380598843098,0.06981158507840028,0.06971575118569885,0.029057833559082133,0.02891743450811826,0.02240765970905178,0.021728582649156725,0.029057833559082133
23,0.06971087641007191,0.06982036319280428,0.0697413050738568,0.031680841030879134,0.03221508830750873,0.018931514011935567,0.02052353479338143,0.031680841030879134
24,0.06970751252327416,0.06981200857886247,0.06970298570042421,0.0322879181655899,0.03280059801606209,0.02135175917020563,0.022434263593293254,0.0322879181655899
25,0.06970603028060617,0.06980899889909085,0.06971263605708311,0.033542443989842595,0.033715430606799414,0.02004242854356854,0.021717470307256792,0.033542443989842595
26,0.06970305854605661,0.06982856938645007,0.06977087215280733,0.033695618655728475,0.0334565222286088,0.01855820233752826,0.020309527687723983,0.033695618655728475
27,0.06970116212158589,0.0698192845438681,0.06975216487666222,0.03514563640514791,0.0357410045732635,0.017249198403331757,0.020177886562956347,0.03514563640514791
28,0.06969935695665913,0.0698153946312174,0.0697397981074792,0.03435789637712462,0.035200101490657304,0.01814819389215807,0.0203815640469952,0.03514563640514791
29,0.06969449206985331,0.06981402523224316,0.06973517151698784,0.03323007336427783,0.03443825971252019,0.01883673872860235,0.022219464591535336,0.03514563640514791
30,0.06969324004005742,0.0698245946790964,0.06976921683499582,0.034223551632691404,0.03497456517306134,0.017911040119508493,0.02127181164274888,0.03514563640514791
