epoch,epoch_sec,train_loss,train_grad_norm,val_loss,test_loss,val_RankIC,val_RankICIR,val_IC,val_ICIR,val_Precision@10,test_RankIC,test_RankICIR,test_IC,test_ICIR,test_Precision@10,test_Sharpe@10,test_Turnover@10,test_CostSharpe@10,best_score,bad_epochs
1,17.56824290000077,0.21114938718241613,0.0832396290416049,0.2086104860026685,0.2084918427693693,0.002878121215944125,0.0364657033778524,0.004930592588535215,0.0754950950599448,0.010714285873941012,0.007644310913133172,0.09073301327514068,0.005910781426008944,0.09095856478845347,0.0105485233639363,1.142083458777369,0.5911392451967368,0.21129820328261015,0.002878121215944125,0
2,18.175250300002517,0.2088234930827811,0.037654414703767444,0.20846379607442825,0.2083549403314349,-0.005389412628978284,-0.06718864541973288,-0.0009631849832311716,-0.014466429161684375,0.018650793928712134,-0.0051681132744640385,-0.049034012655801304,-0.002630576104778435,-0.03323307864572156,0.012236287102166107,0.9424191660280875,0.5135021162561223,0.06940885926067818,0.002878121215944125,1
3,18.35711850000007,0.20862798348471925,0.034486159526843675,0.2084423718707902,0.2083303930261467,0.01667165808086995,0.17677065538099007,0.01691680814687898,0.2007432533039678,0.01309523829037235,0.010202246960886176,0.08971491209045684,0.00749339808726866,0.08492154993095337,0.012236287102166107,1.7582804948938409,0.5991561219787799,0.7638686697395298,0.01667165808086995,0
4,17.60247410000011,0.20850115801031524,0.03317700016022836,0.2084950636185351,0.20838132670408563,0.012113067591267209,0.12221422824257615,0.014731000838172992,0.1686411178100436,0.022619047985663488,0.006640149063531669,0.0598312737222905,0.00627102703698018,0.07333040520634025,0.017721519251412982,2.1756701403769854,0.5122362930437684,1.3152506067154777,0.01667165808086995,1
5,17.935792599997512,0.2083862084794689,0.033253797983775875,0.20848701178791032,0.20837104326813533,0.01152110319543724,0.10296803072615635,0.014192499846912041,0.14552339983812254,0.02301587341796784,0.007464844186029904,0.06159749245813113,0.007764072895230812,0.08499847545929254,0.01729957831685553,2.4250769845085305,0.3565400900782915,1.893461781669422,0.01667165808086995,2
6,17.358662500002538,0.2082295719634842,0.032613124155968023,0.2087169485314498,0.20859351049998642,0.007200520305473003,0.05578930227164883,0.008473218702997583,0.07748480611846333,0.022619047985663488,0.012339878999009209,0.08758262867263492,0.009914129442940093,0.0957538007376851,0.011392405233051203,2.071088075989437,0.41814346624074605,1.4461548417306374,0.01667165808086995,3
7,17.773824600000808,0.20807135274281374,0.034101996957198594,0.2086976104312473,0.20854728231953165,0.009463211888537949,0.06913953800716743,0.010526004732546715,0.0900017449941225,0.021428571747882024,0.013074098705296416,0.08762767024871332,0.011024462415263026,0.09951656785333626,0.012236287102166107,1.7727532822885057,0.3945147742198992,1.187969739576457,0.01667165808086995,4
8,17.52135630000339,0.2078505338647881,0.03422080153108549,0.20894095195191248,0.20878535383361302,0.009208805243750768,0.06537162730208969,0.009710234870865298,0.08063372450174507,0.021031746374709264,0.013255684008160684,0.0859628651689919,0.010583883490342694,0.0922032229284987,0.011392405233051203,2.264615533335404,0.4759493739607465,1.5645655755476762,0.01667165808086995,5
9,17.878198000002158,0.20757222779699275,0.037431195142955793,0.20901488932588744,0.20880721421432896,0.01050263295468222,0.07334707934051922,0.010336029342152104,0.08340165796002998,0.020238095569232152,0.010610938961160828,0.07010294345206673,0.007679348562881307,0.06751537577229921,0.012236287102166107,2.0631088504196438,0.488607600677114,1.391931393950139,0.01667165808086995,6
10,17.8209511999994,0.20726236374797047,0.038613929326419494,0.20930825552297017,0.2091263357848558,0.014017089374459512,0.09809887286178111,0.013453277151538282,0.10652355616286412,0.023015873388402046,0.011115763054346226,0.07445364992647498,0.007934711210897295,0.07061727384388634,0.013502109905838463,2.2360415860179623,0.5459915659850156,1.4797424298886084,0.01667165808086995,7
11,17.512941600001795,0.20697604099640976,0.04190071024931967,0.2097228972448243,0.20954978428309476,0.013469359337856682,0.09143601553362757,0.012602235740309374,0.09737027298684969,0.020238095569232152,0.010272944310949212,0.06597687573090356,0.007085156047869992,0.06074452797097142,0.009282700560263944,1.5824627856559421,0.5443038020896006,0.830503163716946,0.01667165808086995,8
