epoch,epoch_sec,train_loss,train_grad_norm,val_loss,test_loss,val_RankIC,val_RankICIR,val_IC,val_ICIR,val_Precision@10,test_RankIC,test_RankICIR,test_IC,test_ICIR,test_Precision@10,test_Sharpe@10,test_Turnover@10,test_CostSharpe@10,best_score,bad_epochs
1,12.316585299999133,0.21112260075437056,0.08295216530536276,0.20861549693204107,0.20850646986237056,0.0048815690595744405,0.06023414216625722,0.0068769958505447626,0.10036596111735782,0.01190476208215668,0.007700522946741998,0.08288075382491408,0.005579132984592756,0.07840492336733672,0.010970464298493752,1.0001691452809607,0.5924050688492095,0.07235809638219916,0.0048815690595744405,0
2,12.253489799997624,0.2088365030852524,0.03807979419424727,0.20846767463381327,0.20835866254090257,-0.0007169548510333583,-0.00918087855298247,0.0032592791477139738,0.05071535563789651,0.01587301610954224,-0.005375193717362917,-0.052455234941249956,-0.0024689280195652904,-0.03160058500966545,0.011814346167608656,1.5726681905565194,0.5784810176001319,0.6196195007472716,0.0048815690595744405,1
3,12.95063460000165,0.20863855746952262,0.03497016247663949,0.20844332737818597,0.20833104320719273,0.018018994809983903,0.1957247542451986,0.018069033393412755,0.2187655637528416,0.013492063693110906,0.011792615092878194,0.10557652965876195,0.008988932193138288,0.10360929198892396,0.013080168971281012,2.4118228006094937,0.6071730009614164,1.4047194867610977,0.018018994809983903,0
4,13.05779039999834,0.2085136825772556,0.03319224611214186,0.20849072176312644,0.20836835514895524,0.011592331096633442,0.11789442639892073,0.014045379097946611,0.16207159177842234,0.02063492097197071,0.01137066737385867,0.11223836776857862,0.009787170617263528,0.11951505660863651,0.01898734205508534,2.903223944677645,0.558227853873108,1.9942163116866787,0.018018994809983903,1
5,12.971110800001043,0.20840490150290567,0.032578515723926595,0.20847455447628385,0.2083571538140502,0.01572757311574634,0.15558034666745704,0.017754608953206723,0.1909652849385445,0.022222222612490728,0.013541997943558821,0.14584194273287007,0.012196129579922254,0.1650920965585346,0.01856540112052789,2.636816959052542,0.5151898793656112,1.8533253347107923,0.018018994809983903,2
6,12.87455559999944,0.20826969615913726,0.031946304290731614,0.20870786733807078,0.20858823718652444,0.008755298124188335,0.08083741695097318,0.00971117868475775,0.09923120512678957,0.019444444734189246,0.015091405641375982,0.166782477748207,0.009998142794499745,0.13761875667176116,0.012658228036723559,2.03697778971228,0.5759493719299131,1.0541621947048412,0.018018994809983903,3
7,12.573282199999085,0.2081204747630132,0.032769979369147,0.20853928795882634,0.20843414710795327,0.017858446233384756,0.15717793143804118,0.017116214585488676,0.1670581770216328,0.020634920942404912,0.01491056319069754,0.15161494823299457,0.010407707992317803,0.13365533506828545,0.015611814578625724,1.8536827940291951,0.5894514812070106,0.9280738009137895,0.018018994809983903,4
8,12.434809399997903,0.20796770743421605,0.03189988145982293,0.20860005347501664,0.20850009411447662,0.01582918100722877,0.13692921260905033,0.015499067293250037,0.14857050809545838,0.022619047956097694,0.014509313571783086,0.14506340456724623,0.010020145832046174,0.1250040118580752,0.014767932709510819,1.5098087522018113,0.5953586527189625,0.6178622487554206,0.018018994809983903,5
9,12.850196100000176,0.207833657554678,0.03194301299675292,0.20866695064164342,0.20857762341006394,0.017053101551330958,0.1423133153124022,0.01763965578570533,0.16447298960073842,0.021825397180186376,0.012242712297406587,0.1202122803460812,0.0098811483101768,0.12318906001812184,0.016033755513183177,2.2945766777022616,0.6037974712529263,1.366187262334806,0.018018994809983903,6
10,12.859247200001846,0.20773051642888302,0.031074655151649103,0.20873374811240605,0.2086490492654752,0.01919087457506629,0.16372044731344637,0.018566467168952046,0.1767706648732153,0.0234126987911406,0.01403597139673335,0.13162462028092742,0.010346413211786986,0.12354008354889554,0.015611814578625724,0.9494488114636187,0.6004219467944234,0.022018686093384254,0.01919087457506629,0
11,12.706322699999873,0.2076286424857539,0.030442977592198026,0.20873592060709756,0.2086540079569515,0.013288909185662522,0.10928929959985847,0.013397021515023274,0.12317902939703144,0.020634920942404912,0.010936589798910193,0.10214487385168486,0.0074348278930174965,0.08863794849160798,0.01729957831685553,1.0168889065632316,0.614767936840339,0.01380862617173412,0.01919087457506629,1
12,12.620499500000733,0.2075466243600523,0.029916857851266458,0.2087255476840905,0.20865229954196432,0.01579385538103192,0.13019129429373327,0.016610548514758454,0.15351791354162492,0.023809524223444952,0.012287777518391323,0.11282797842434777,0.009300992582050444,0.1093432646621751,0.017721519251412982,1.523404681844474,0.6156118192438838,0.5608707453072027,0.01919087457506629,2
13,12.97329339999851,0.2074806328560855,0.030326188986214836,0.2088112604641725,0.20873285000082814,0.017121586913292828,0.14254492678859795,0.01653854827432836,0.15457660575152685,0.021428571807013616,0.013842147398732194,0.1259186836456128,0.009866758380605906,0.11500812705891221,0.0210970467278726,1.1728448590314349,0.6303797500671716,0.25490690015781536,0.01919087457506629,3
14,12.797680600000604,0.20740628693554852,0.02930090719003331,0.2087544339398543,0.20869574862441936,0.016360232575693988,0.13234439783968335,0.016298365732966755,0.1487838774113434,0.025396825863964974,0.012245476596354101,0.10972260363514287,0.009248730365259628,0.10618603733413243,0.01940928298964279,1.695560754877316,0.6371308048000316,0.7417227045872433,0.01919087457506629,4
15,12.733644799998729,0.2073425009041219,0.02893445539867153,0.2088388871578943,0.20878881260061063,0.01716515680765865,0.13978716606796926,0.016420613048669312,0.15095194592662894,0.024603175058487862,0.012305896902011849,0.10950035873666178,0.008573507586541244,0.09849959438130475,0.01898734205508534,1.3223107638053309,0.6417721552373488,0.3726532563624962,0.01919087457506629,5
16,12.993075300000783,0.20729156418426617,0.028516656984700947,0.20885040676073421,0.20880657289853075,0.018069317769942923,0.1471011716000508,0.01763061727193879,0.1617019559267677,0.02539682589353077,0.013270375290212619,0.1193830786658664,0.01020965404562428,0.11876665376200801,0.022362869531544954,1.7108236592800181,0.6527426184041087,0.7411221740850013,0.01919087457506629,6
17,12.496576399997139,0.2072339215592758,0.028572562302941005,0.20884983519476558,0.20879131926514427,0.017226798286188453,0.13858719868937833,0.01650644845693254,0.15024102351467172,0.02460317508805366,0.012783521075068898,0.11318990801753472,0.009359461269432282,0.10746484546594001,0.019831223924200243,1.797385008521012,0.6772151915081442,0.7243249393234422,0.01919087457506629,7
