dataset,variant,seed,IC,RankIC,ICIR,Precision@10,Sharpe,OriginalIC,OriginalICIR,OriginalPositivePrecision@10,OriginalSharpe@5,OriginalMSE,best_epoch
synthetic,moe,0,-0.02180725848302245,-0.012030075304210186,-0.29926926215320676,0.4750000089406967,545.2939174352548,-0.02180725848302245,-0.29926926215320676,1.0,696.624009475708,0.0006055658666171621,2
synthetic,moe__ne2_temp05_warm1,0,-0.02180725848302245,-0.012030075304210186,-0.29926926215320676,0.4750000089406967,545.2939174352548,-0.02180725848302245,-0.29926926215320676,1.0,696.624009475708,0.0006055658666171621,2
