dataset,variant,seed,IC,RankIC,ICIR,Precision@10,Sharpe,OriginalIC,OriginalICIR,OriginalPositivePrecision@10,OriginalSharpe@5,OriginalMSE,best_epoch
synthetic,context_only,0,-0.19123388081789017,-0.1939849629998207,-1.0648845962903282,0.45000001043081284,417.37800257733784,-0.19123388081789017,-1.0648845962903282,1.0,433.8457859802246,0.002001236856597951,1
