dataset,variant,IC_mean,IC_std,RankIC_mean,RankIC_std,ICIR_mean,ICIR_std,Precision@10_mean,Precision@10_std,Sharpe_mean,Sharpe_std,OriginalIC_mean,OriginalIC_std,OriginalICIR_mean,OriginalICIR_std,OriginalPositivePrecision@10_mean,OriginalPositivePrecision@10_std,OriginalSharpe@5_mean,OriginalSharpe@5_std,OriginalMSE_mean,OriginalMSE_std
synthetic,context_only,-0.19123388081789017,0.0,-0.1939849629998207,0.0,-1.0648845962903282,0.0,0.45000001043081284,0.0,417.37800257733784,0.0,-0.19123388081789017,0.0,-1.0648845962903282,0.0,1.0,0.0,433.8457859802246,0.0,0.002001236856597951,0.0
