dataset,variant,IC_mean,IC_std,RankIC_mean,RankIC_std,ICIR_mean,ICIR_std,Precision@10_mean,Precision@10_std,Sharpe_mean,Sharpe_std
nasdaq,single_gate,0.02467110424331929,0.0008212724291305172,0.027644845704451783,0.001253023179972992,0.2513200437271477,0.009850341335893353,0.048101266712453294,1.571852370485516e-11,0.44794042785124843,0.3492535474311321
