dataset,variant,seed,IC,RankIC,ICIR,Precision@10,Sharpe,best_epoch
nasdaq,moe,0,0.00956809503345098,0.010033918650750118,0.10216113573171734,0.018143460185970434,1.2777172239663457,7
nasdaq,moe,1,0.005480688918020404,0.008024493806341168,0.05637439848758842,0.01518987364406827,1.4255470791171698,6
nasdaq,single_gate,0,0.0021131485096426515,0.0019118589032755748,0.02053617431843267,0.01898734205508534,0.7928610622173986,29
nasdaq,single_gate,1,0.01131676365945429,0.012409127958144459,0.08702968044253652,0.015611814610062773,0.9662016958665426,15
nasdaq,static,0,0.005897732203500149,0.010700525515044761,0.06165082157077255,0.01729957831685553,1.237892105502132,22
nasdaq,static,1,0.005785917000327346,0.007301708557254945,0.0527341258664696,0.011814346167608656,0.3056431569541499,8
