dataset,variant,IC_mean,IC_std,RankIC_mean,RankIC_std,ICIR_mean,ICIR_std,Precision@10_mean,Precision@10_std,Sharpe_mean,Sharpe_std
nasdaq,moe,0.007524391975735692,0.0020437030577152883,0.009029206228545642,0.001004712422204475,0.07926776710965289,0.02289336862206446,0.016666666915019352,0.0014767932709510816,1.3516321515417578,0.07391492757541207
nasdaq,single_gate,0.006714956084548471,0.004601807574905819,0.007160493430710017,0.005248634527434442,0.053782927380484596,0.03324675306205192,0.017299578332574055,0.0016877637225112836,0.8795313790419705,0.08667031682457199
nasdaq,static,0.005841824601913747,5.590760158640179e-05,0.009001117036149853,0.001699408478894908,0.05719247371862107,0.004458347852151476,0.014556962242232093,0.0027426160746234374,0.771767631228141,0.466124474273991
