dataset,variant,seed,regime_name,regime_side,IC,RankIC,Precision@10,Sharpe,num_days
nasdaq,context_only,0,market_volatility,low,-0.0029794927745149667,0.004531589899204296,0.004201680734878829,2.047577538015824,119
nasdaq,context_only,0,market_volatility,high,0.008174272737775582,0.0066574392366712375,0.015254237515441442,0.9874500409438522,118
nasdaq,context_only,0,pca_ratio,low,-0.006838805188949243,0.0009868253695488978,0.009243697616733423,1.617631938425079,119
nasdaq,context_only,0,pca_ratio,high,0.01206629118962032,0.010232244143696596,0.01016949167696096,1.2979616321481993,118
nasdaq,context_only,0,cross_sectional_dispersion,low,-0.0017092878550698026,-0.0015206178268730767,0.012605042204636485,1.022599861920421,119
nasdaq,context_only,0,cross_sectional_dispersion,high,0.006893303369860544,0.012760936858732317,0.0067796611179739745,1.958624935987049,118
nasdaq,context_only,0,market_trend,up_or_flat,0.010810221418212205,0.017019857184074116,0.01259842538458156,0.6419298559151955,127
nasdaq,context_only,0,market_trend,down,-0.006935396156570112,-0.007606225767680867,0.006363636458461935,2.351370236987249,110
nasdaq,context_only,1,market_volatility,low,0.005978450942158448,0.012913531402683235,0.00588235302883036,2.863080733312112,119
nasdaq,context_only,1,market_volatility,high,0.006936757746782443,0.00633101074431502,0.016101695155188188,0.2469278442785567,118
nasdaq,context_only,1,pca_ratio,low,0.0023781100795271675,0.011914917898843382,0.014285714498588018,2.33797771436881,119
nasdaq,context_only,1,pca_ratio,high,0.010567609972656362,0.007338087074458599,0.007627118757720721,-0.0451632700576053,118
nasdaq,context_only,1,cross_sectional_dispersion,low,-0.003280267330570924,-0.004157746451357407,0.01176470605766072,0.6448358761489515,119
nasdaq,context_only,1,cross_sectional_dispersion,high,0.016273939733687487,0.023546960444576343,0.01016949167696096,1.7226175813059825,118
nasdaq,context_only,1,market_trend,up_or_flat,0.015691938071361756,0.021219717566011927,0.014173228557654254,0.7619856389522781,127
nasdaq,context_only,1,market_trend,down,-0.0042082096256887205,-0.0037375875103185245,0.007272727381099354,1.544917620269867,110
nasdaq,full,0,market_volatility,low,0.017210365959810986,0.020652145545483575,0.01344537835161225,2.6558408628371053,119
nasdaq,full,0,market_volatility,high,-0.006124060662656675,-0.002782265632084214,0.011016949316707709,1.078362361346965,118
nasdaq,full,0,pca_ratio,low,0.01855405026405048,0.026666680936889425,0.012605042204636485,1.552314738385895,119
nasdaq,full,0,pca_ratio,high,-0.007479132122016843,-0.008847771662400285,0.011864406956454455,2.137577617002772,118
nasdaq,full,0,cross_sectional_dispersion,low,-0.004568242720336097,-0.0039299169580741715,0.009243697616733423,1.594204063272351,119
nasdaq,full,0,cross_sectional_dispersion,high,0.015839112497830637,0.022008119435063006,0.015254237515441442,2.099926557795011,118
nasdaq,full,0,market_trend,up_or_flat,0.001592982331232175,0.006727075688186734,0.010236220624972515,0.8601172363886472,127
nasdaq,full,0,market_trend,down,0.010209869408704848,0.011590539662971754,0.014545454762198708,3.1579191899139043,110
nasdaq,full,1,market_volatility,low,0.012892517349252305,0.01876257929095936,0.02184873982136991,1.0752224701442896,119
nasdaq,full,1,market_volatility,high,0.013126187314579294,0.016310413624061333,0.016949152794934936,5.024468413657644,118
nasdaq,full,1,pca_ratio,low,0.013262816601111983,0.02050204187418342,0.018487395233466847,0.6922119574574291,119
nasdaq,full,1,pca_ratio,high,0.012752749933466569,0.014556209832504866,0.02033898335392192,5.597438844022717,118
nasdaq,full,1,cross_sectional_dispersion,low,0.00609375598464756,0.010747957300148247,0.020168067527418378,3.3410565252433804,119
nasdaq,full,1,cross_sectional_dispersion,high,0.01998256530091798,0.024392956140218303,0.01864406807442843,2.2977839070566644,118
nasdaq,full,1,market_trend,up_or_flat,0.02307044367643264,0.02904023809585808,0.021259842836481378,4.031154914374836,127
nasdaq,full,1,market_trend,down,0.0013923029161312364,0.004266050046267496,0.017272727530110967,1.5801860531340137,110
nasdaq,moe,0,market_volatility,low,0.020226338882248226,0.02174984578883565,0.01344537835161225,1.016841260199504,119
nasdaq,moe,0,market_volatility,high,0.011265969025740653,0.014740884755649289,0.017796610434681684,1.6987838241867939,118
nasdaq,moe,0,pca_ratio,low,0.022970302533341216,0.029287148760817554,0.015966386792539547,0.3851511864408025,119
nasdaq,moe,0,pca_ratio,high,0.008498751445401112,0.007139706334752283,0.015254237515441442,2.3515351193021217,118
nasdaq,moe,0,cross_sectional_dispersion,low,0.006001081860608601,0.007079481587944818,0.018487395233466847,1.040163184069139,119
nasdaq,moe,0,cross_sectional_dispersion,high,0.02561177907298739,0.029535574076886652,0.012711864596201201,1.681462594172389,118
nasdaq,moe,0,market_trend,up_or_flat,0.014556806910357723,0.016500139245754254,0.014960630144190601,0.3947363643330271,127
nasdaq,moe,0,market_trend,down,0.0171600381309955,0.020292166962066073,0.016363636607473548,2.624292528513041,110
nasdaq,moe,1,market_volatility,low,0.013058303697611903,0.016298114881702082,0.010084033763709189,2.7882842581644045,119
nasdaq,moe,1,market_volatility,high,0.00882564777689907,0.012598375312321015,0.011864406956454455,0.5857982596249454,118
nasdaq,moe,1,pca_ratio,low,0.018315376221552538,0.027808839318287724,0.01176470605766072,2.243212208744507,119
nasdaq,moe,1,pca_ratio,high,0.00352402379089114,0.000990102363560917,0.01016949167696096,0.9656496394511069,118
nasdaq,moe,1,cross_sectional_dispersion,low,0.006091783104949638,0.007556949749964626,0.010924369910684954,2.484342591916812,119
nasdaq,moe,1,cross_sectional_dispersion,high,0.01585120667966864,0.021413618114666414,0.011016949316707709,0.8677036846940238,118
nasdaq,moe,1,market_trend,up_or_flat,0.012188020687299142,0.016381655530050748,0.011023622211508863,0.09659260627543535,127
nasdaq,moe,1,market_trend,down,0.009522599549117413,0.01223285186781802,0.010909091071649031,3.2576301808143855,110
nasdaq,single_gate,0,market_volatility,low,0.017562891899836994,0.02004661607094297,0.010084033763709189,1.4949351963989417,119
