dataset,variant,IC_mean,IC_std,RankIC_mean,RankIC_std,ICIR_mean,ICIR_std,Precision@10_mean,Precision@10_std,Sharpe_mean,Sharpe_std
nasdaq,context_only,0.004514720715458695,0.0019408618846981985,0.007613093950803786,0.0020230642970800843,0.048483258809959906,0.021662568999059703,0.010337552896657574,0.0006329114018361779,1.2863915600367744,0.13582928530595895
nasdaq,full,0.009300620377015612,0.003708238980289792,0.013263024722763733,0.004278645080035428,0.10403699678963974,0.05335659303407154,0.01582278504590445,0.003586497943738342,2.3300229020351177,0.4679769859687547
nasdaq,moe,0.01335798153948279,0.0024070761483861378,0.016358101282309044,0.001902050827556184,0.1478712684803642,0.02964827100484043,0.013291139438559738,0.002320675140065986,1.467217150230867,0.09936895713256955
nasdaq,single_gate,0.009809773200824474,0.003596212557755963,0.013176140218603161,0.004873548498639876,0.11653935326585563,0.04582931409859259,0.01582278504590445,0.004008438878295793,2.3232186721338097,0.6146852747343314
nasdaq,static,0.011003413397640988,0.0006570001858540019,0.014718531580400686,0.0006825601836673344,0.1323087988686951,0.008768715319799558,0.016666666915019352,0.0010548523363936293,1.6747545225829388,0.72530571111932
