dataset,variant,seed,IC,RankIC,ICIR,Precision@10,Sharpe,best_epoch
nasdaq,static,0,0.005435440767610953,0.005522910976106544,0.06423316927051774,0.013502109905838463,2.2832479646043864,3
nasdaq,static,1,0.007438253507190993,0.010989543116471694,0.09133047470243065,0.016033755513183177,1.1104139439964125,5
