dataset,variant,IC_mean,IC_std,RankIC_mean,RankIC_std,ICIR_mean,ICIR_std,Precision@10_mean,Precision@10_std,Sharpe_mean,Sharpe_std
nasdaq,static,0.006436847137400973,0.00100140636979002,0.00825622704628912,0.002733316070182575,0.0777818219864742,0.013548652715956455,0.014767932709510819,0.0012658228036723567,1.6968309543003994,0.586417010303987
