dataset,variant,seed,IC,RankIC,ICIR,Precision@10,Sharpe,OriginalIC,OriginalICIR,OriginalPositivePrecision@10,OriginalSharpe@5,OriginalMSE,best_epoch
nasdaq,full__ne2_init_small_temp05,0,0.02509878406925952,0.02687452177719492,0.2564993211711425,0.05063291230407948,0.4294520175491129,0.025217366910771415,0.25822955090180466,0.5088607647185084,-1.357005044594407,0.00038245459897837326,7
nasdaq,full__ne2_init_small_temp05,1,0.02422600422562434,0.0278251396084977,0.24514853574175186,0.053164557911424194,0.9653370191162428,0.024237774119207453,0.24579079608838128,0.5105485277336861,1.5663877111673354,0.000389197436331496,4
nasdaq,moe__ne2_init_small_temp05,0,0.021414171223455493,0.01651954626723955,0.23870659007819287,0.04135021164950439,0.41503108894066026,0.02141874922086526,0.23884679628456928,0.5139240563104425,0.8346759216114878,0.00038358867394203155,7
nasdaq,moe__ne2_init_small_temp05,1,0.024829350748857806,0.022871610977499547,0.27939845953281495,0.05063291227264243,0.5604262930912128,0.02482628405678311,0.27936313378993044,0.48776371802207286,0.8644315520301461,0.00037992012937560285,11
