dataset,variant,seed,regime_name,regime_side,IC,RankIC,Precision@10,Sharpe,num_days
nasdaq,full__ne2_init_small_temp05,0,market_volatility,low,0.015149640759742749,0.018545679587620396,0.04957983279679002,-1.7585750607703898,119
nasdaq,full__ne2_init_small_temp05,0,market_volatility,high,0.03513224215258576,0.03527394737515567,0.0516949162139731,2.1132600007648525,118
nasdaq,full__ne2_init_small_temp05,0,pca_ratio,low,0.012458677203081423,0.013445753875157224,0.05462184974125454,-1.7511162872012649,119
nasdaq,full__ne2_init_small_temp05,0,pca_ratio,high,0.037846010485150995,0.04041709279704649,0.0466101703123521,2.3313894011023524,118
nasdaq,full__ne2_init_small_temp05,0,cross_sectional_dispersion,low,0.01215846835784301,0.01296234449387348,0.05546218601345014,1.8392458312189894,119
nasdaq,full__ne2_init_small_temp05,0,cross_sectional_dispersion,high,0.038148763473145664,0.040904598868002136,0.04576271254632432,-1.1491684323814058,118
nasdaq,full__ne2_init_small_temp05,0,market_trend,up_or_flat,0.02760811641997489,0.025406928927322308,0.047244095368178814,0.5947037181048939,127
nasdaq,full__ne2_init_small_temp05,0,market_trend,down,0.022201645809797232,0.028568924431138756,0.05454545549371026,0.20258831487404141,110
nasdaq,full__ne2_init_small_temp05,1,market_volatility,low,0.015859046268586006,0.02078844391752598,0.05126050509074155,-0.6229224022193981,119
nasdaq,full__ne2_init_small_temp05,1,market_volatility,high,0.03266386860602741,0.034921468313799685,0.05508474677296008,2.360108243197687,118
nasdaq,full__ne2_init_small_temp05,1,pca_ratio,low,0.01393046333237371,0.018013351143948232,0.05630252203520607,-0.07648466159117326,119
nasdaq,full__ne2_init_small_temp05,1,pca_ratio,high,0.03460879546542794,0.037720078822746736,0.05000000087133909,2.006078123305044,118
nasdaq,full__ne2_init_small_temp05,1,cross_sectional_dispersion,low,0.011237136166574074,0.014909400384857989,0.05462184967864461,2.4741009099407165,119
nasdaq,full__ne2_init_small_temp05,1,cross_sectional_dispersion,high,0.03732494743771741,0.0408503342492869,0.0516949162139731,-0.4457653220897429,118
nasdaq,full__ne2_init_small_temp05,1,market_trend,up_or_flat,0.02824913778921633,0.02779716425823959,0.04330708731816509,0.7352885601020961,127
nasdaq,full__ne2_init_small_temp05,1,market_trend,down,0.01958111365674995,0.027857438421977514,0.06454545577818697,1.2144576172770405,110
nasdaq,moe__ne2_init_small_temp05,0,market_volatility,low,0.012281472949279832,0.007329915673667644,0.0294117651441518,-1.8392993271507607,119
nasdaq,moe__ne2_init_small_temp05,0,market_volatility,high,0.03062426524571739,0.025787055086180708,0.05338983143032607,2.544179774594204,118
nasdaq,moe__ne2_init_small_temp05,0,pca_ratio,low,0.009978861894195374,0.0040117183880207415,0.03193277364768902,-1.5854462895213275,119
nasdaq,moe__ne2_init_small_temp05,0,pca_ratio,high,0.03294638995381104,0.02913337268780767,0.05084745844794532,2.375434123793548,118
nasdaq,moe__ne2_init_small_temp05,0,cross_sectional_dispersion,low,0.009526947054287083,0.004794052422698196,0.04201680747400813,0.48054616360813635,119
nasdaq,moe__ne2_init_small_temp05,0,cross_sectional_dispersion,high,0.03340213458049821,0.028344408703683797,0.04067796670784384,0.35609407678605703,118
nasdaq,moe__ne2_init_small_temp05,0,market_trend,up_or_flat,0.023462001563372515,0.016915456704679862,0.04566929213644013,-0.7414748410181007,127
nasdaq,moe__ne2_init_small_temp05,0,market_trend,down,0.019049858012824022,0.016062449671285735,0.03636363690549677,1.839147368525093,110
nasdaq,moe__ne2_init_small_temp05,1,market_volatility,low,0.01796035311466568,0.016161732509646157,0.05210084130032724,0.21177741474269815,119
nasdaq,moe__ne2_init_small_temp05,1,market_volatility,high,0.03175656022740749,0.029638352822199152,0.04915254316845183,0.9008084383067633,118
nasdaq,moe__ne2_init_small_temp05,1,pca_ratio,low,0.014970273595350254,0.013476090741484668,0.05294117750991292,-0.8910909599787756,119
nasdaq,moe__ne2_init_small_temp05,1,pca_ratio,high,0.03477197940366627,0.03234675426636201,0.048305085465564564,2.0491794076955787,118
nasdaq,moe__ne2_init_small_temp05,1,cross_sectional_dispersion,low,0.012417803707282144,0.01007580414406824,0.050420168881155865,1.032155778977584,119
nasdaq,moe__ne2_init_small_temp05,1,cross_sectional_dispersion,high,0.03734608039248072,0.035775856851892135,0.050847458574226345,0.1348972833469661,118
nasdaq,moe__ne2_init_small_temp05,1,market_trend,up_or_flat,0.029366035224305188,0.024880825830259138,0.047244095309512825,1.4817560524835989,127
nasdaq,moe__ne2_init_small_temp05,1,market_trend,down,0.019591542309023102,0.02055188110204075,0.05454545549371026,-0.5833293005272397,110
