dataset,variant,IC_mean,IC_std,RankIC_mean,RankIC_std,ICIR_mean,ICIR_std,Precision@10_mean,Precision@10_std,Sharpe_mean,Sharpe_std,OriginalIC_mean,OriginalIC_std,OriginalICIR_mean,OriginalICIR_std,OriginalPositivePrecision@10_mean,OriginalPositivePrecision@10_std,OriginalSharpe@5_mean,OriginalSharpe@5_std,OriginalMSE_mean,OriginalMSE_std
nasdaq,full__ne2_init_small_temp05,0.02466239414744193,0.00043638992181758984,0.02734983069284631,0.0004753089156513887,0.2508239284564472,0.005675392714695318,0.05189873510775184,0.0012658228036723576,0.6973945183326778,0.26794250078356496,0.024727570514989434,0.0004897963957819808,0.25201017349509297,0.00621937740671169,0.5097046462260972,0.0008438815075888506,0.10469133328646418,1.4616963778808714,0.0003858260176549346,3.3714186765613618e-06
nasdaq,moe__ne2_init_small_temp05,0.023121760986156648,0.0017075897627011564,0.01969557862236955,0.003176032355129999,0.2590525248055039,0.02034593472731104,0.045991561961073416,0.0046413503115690195,0.4877286910159365,0.07269760207527629,0.023122516638824184,0.0017037674179589245,0.2591049650372499,0.020258168752680578,0.5008438871662577,0.013080169144184806,0.849553736820817,0.014877815209329126,0.0003817544016588172,1.83427228321435e-06
