dataset,variant,seed,IC,RankIC,ICIR,Precision@10,Sharpe,best_epoch
nasdaq,full,0,0.02624776181155808,0.028735309618053404,0.26645376960774286,0.049789030104875565,0.9893381908873082,4
nasdaq,static,0,0.0304869867315789,0.029564840346402863,0.30946610041539596,0.058227844536304474,1.2115359295127732,5
