dataset,variant,IC_mean,IC_std,RankIC_mean,RankIC_std,ICIR_mean,ICIR_std,Precision@10_mean,Precision@10_std,Sharpe_mean,Sharpe_std
nasdaq,static,0.02426563780540824,0.0016971610427470845,0.023790216692801926,0.001191540863630186,0.25913338792825275,0.021707606129966375,0.04978903037209048,0.0025316456073447118,0.886853426774782,0.16582158880704523
