epoch,epoch_sec,train_loss,train_grad_norm,val_loss,test_loss,val_RankIC,val_RankICIR,val_IC,val_ICIR,val_Precision@10,test_RankIC,test_RankICIR,test_IC,test_ICIR,test_Precision@10,test_Sharpe@10,test_Turnover@10,test_CostSharpe@10,best_score,bad_epochs
1,14.63828360000116,0.07288401737003714,nan,0.06985566277234327,0.06973555834987495,0.0008378358925544908,0.01065281914620592,-0.002524860191255039,-0.03912569424012394,0.015476190706803686,0.003388718267183609,0.03647320279528686,-7.083086971830153e-05,-0.0009986452928596313,0.01687763738229808,1.5111056435465442,0.7481012640497352,0.3046367871248729,0.0008378358925544908,0
2,13.840366799999174,0.07032288716652908,nan,0.06984157895758039,0.06972311091322436,-0.0025835431382773325,-0.031888369157987116,-0.0031898091912721397,-0.04808369662210045,0.012301587484895236,0.003112189645546426,0.031538056595985804,-0.0007125514364562623,-0.009778750666566591,0.013502109905838463,1.8388646130259532,0.7274261614944362,0.5069214913870704,0.0008378358925544908,1
3,13.750306999998429,0.0701149466069969,nan,0.06982003238111262,0.06969850695837398,0.011142902219107204,0.12817050430652654,0.011431510488465493,0.1613929927660664,0.0198412701369278,0.015088377740501351,0.1571962359547285,0.010975590838249526,0.14825510760281418,0.019831223924200243,2.9048610243864825,0.5059071796227105,2.13154538534214,0.011142902219107204,0
4,14.133375800000067,0.06998428812099469,nan,0.06984079460657779,0.0697159750489243,0.00986031447924717,0.10727942295884217,0.010749237330321829,0.143349967923758,0.01706349231775791,0.007759664237783153,0.08384484347874073,0.004734414595253923,0.06402197413270949,0.013080168971281012,1.857652678140646,0.47341772910789093,1.0279816298391555,0.011142902219107204,1
5,14.213114100002713,0.06988631762765549,nan,0.06983056218023338,0.06971362368341237,0.014373449293623072,0.1296560130475619,0.014249379882087288,0.15244583694427374,0.023015873358836248,0.009312412859100793,0.08338972787470061,0.005219991387650056,0.060334784532365536,0.013924050840395915,1.1706995947499512,0.3953586565605699,0.5409448111835409,0.014373449293623072,0
6,13.227125199999136,0.06982400041778346,nan,0.0698894394472951,0.06978415531196674,0.016296792612564108,0.13258771507682007,0.017193169528610948,0.1624245791642792,0.025396825775267588,0.008024493806341168,0.062915358895604,0.005480688918020404,0.05637439848758842,0.01518987364406827,1.4255470791171698,0.32278481609962156,0.9462161936464056,0.016296792612564108,0
7,13.52039319999676,0.06977257313760551,nan,0.06988311236694691,0.06976256705034634,0.012248761777300388,0.09527349370811568,0.0128727250765743,0.11490349516543422,0.020238095539666358,0.006126935768406838,0.04771274622632368,0.0023405819508455347,0.023733250814514155,0.014767932709510819,0.7067318932931458,0.3350211024472985,0.19044903416435152,0.016296792612564108,1
8,13.68791009999768,0.06973335404653808,nan,0.06988688188767622,0.0697804739706627,0.012827695440223795,0.09722945261165063,0.014506571696348681,0.12816515981353296,0.024603174969790472,0.009867700785231474,0.07205778080778068,0.00711875838249183,0.06896906303067399,0.01518987364406827,0.7139947457344896,0.3624472629420365,0.16336167963825982,0.016296792612564108,2
9,15.972531399998843,0.06970262364358515,nan,0.06988337186593858,0.06976705512920009,0.007286542198262251,0.05345403131668583,0.008790472666453478,0.07379888838376701,0.026587302042614846,0.007722843074896039,0.055746013401726316,0.0045816162974428275,0.043413537719453166,0.014345991774953368,0.04942140029042574,0.3679324946511647,-0.4614737496040692,0.016296792612564108,3
10,15.899649599999975,0.0696684288414749,nan,0.06997047441582831,0.06986972221216572,0.0032520192053486843,0.023272359284289987,0.004201388769341441,0.03405710742641078,0.025000000431660622,0.008806462831456623,0.06440204213939951,0.005242256911860519,0.0501029009513767,0.01687763738229808,0.8829445103394974,0.39029536433989487,0.3381160467630053,0.016296792612564108,4
11,14.627690100001928,0.06964108359974784,nan,0.06995024121115131,0.0698304425311994,0.01044865996705301,0.07280190132211525,0.011103824730006246,0.08931008757067527,0.028571429056307628,0.01042845803273661,0.06882463915947297,0.008441918988477336,0.07407828720781924,0.013080169002718061,0.95651682957387,0.3810126639368162,0.4205284909271758,0.016296792612564108,5
12,14.64322650000031,0.06960710874079047,nan,0.06997652603165498,0.06986344423349397,0.007893833314064689,0.053910336949867944,0.00809387244202847,0.06331901260709165,0.027777778221264718,0.011376087580201361,0.0780225548906628,0.008170912499570991,0.07398897867882898,0.017299578348292582,1.0432990616213973,0.4447257429172721,0.4509354697672403,0.016296792612564108,6
13,15.104835399997683,0.06957985568489577,nan,0.06997622933889193,0.06985614989503024,0.0033252158356758413,0.022491750178215194,0.002988624345374456,0.022913122091270326,0.028968254459046182,0.008922981777629237,0.060561730530298404,0.006474207685292671,0.05816744567373827,0.014767932740947868,0.6361957742402629,0.47890295861642573,-0.00842720494688778,0.016296792612564108,7
14,14.871865400000388,0.06954140823233772,nan,0.07002710964944628,0.06992019942415414,0.009617399932938583,0.06676354296234782,0.009033706395827706,0.07236630967728544,0.028571428997176036,0.011204383665421204,0.07248123670667439,0.009868295184304184,0.08550477107891317,0.016455696479177676,0.7843747308393084,0.4776371354669458,0.1525009209213839,0.016296792612564108,8
15,14.565919199998461,0.06950893311484439,nan,0.07010481506586075,0.07000102363684006,0.01113774129725431,0.07813219633391821,0.01043963676160534,0.08446905532820044,0.029761905205391702,0.00931798615188334,0.059968279714160425,0.009362419636282511,0.08127411960132455,0.016455696479177676,0.9449341302403036,0.5029535892140513,0.2657780855960637,0.016296792612564108,9
16,15.698481899999024,0.0694813013982934,nan,0.07004347414014832,0.069912496215432,0.005501483087250058,0.03804100102778664,0.0036641594450061562,0.028752414320576947,0.02817460365356907,0.00760965515370186,0.05100695945087014,0.006302532485984894,0.056252636454835254,0.017299578348292582,0.5838951598925819,0.56540084608245,-0.13867711264695107,0.016296792612564108,10
17,15.521571099998255,0.06944763475173228,nan,0.07008544660158574,0.06996922191814028,0.007207789290640946,0.05010015567033796,0.004932863102271407,0.038954358105999023,0.02658730201304905,0.008359278408311433,0.05526630452586848,0.006889863610699898,0.0606837972293247,0.016877637445172178,0.7171171977687217,0.5886075979861026,-0.05664957233209817,0.016296792612564108,11
18,15.599439300000085,0.06941612849163042,nan,0.07006930630831491,0.06995388947207214,0.007632513616477982,0.0532166134304321,0.005313397401695266,0.04208717991635219,0.027380952848091958,0.010869659994284814,0.07338252496090276,0.009064037127337783,0.0812283944114005,0.01940928305251689,1.0099373368917026,0.6092827034021732,0.22516638166204356,0.016296792612564108,12
19,15.692762499998935,0.06939006057139989,nan,0.07013771644542141,0.07002869575335506,0.008305324907673316,0.05816015788620983,0.005776042839334835,0.04613416466189065,0.025793651237137734,0.010009815310764633,0.06533632264220109,0.008695316033888283,0.07622116389968168,0.020675105856189244,0.6100845816001537,0.6097046438337378,-0.16348660242673316,0.016296792612564108,13
20,14.913736800001061,0.06936419382691383,nan,0.07013879861268732,0.07001688105018833,0.009292407094829879,0.06607341009355006,0.006387413763150107,0.05156431476999112,0.025793651237137734,0.011198336628652748,0.07689495182694167,0.00905465720298028,0.0827739294775958,0.01940928305251689,0.8250093417628895,0.6320675111332523,0.011842494322520073,0.016296792612564108,14
